Tevin,Tevout,Psuc,Pdes,Vazao,DeltaP,Cap,Pot,Deltad,COP,Classe
4.6,-1.1,3.24,11.98,173.07,8.3,17.58,116.39,0.27,9.78,2
4.4,-1.3,2.45,12.34,172.85,9.5,58.14,277.36,0.02,4.09,1
4.37,-0.71,2.18,12.32,173.82,10.1,67.37,307.76,0.09,3.31,1
4.44,-0.06,2.42,12.38,172.28,10.1,45.98,235.38,0.05,3.79,1
4.51,0.37,2.77,12.2,173.03,9.8,26.02,156.74,0.16,5.27,0
4.61,0.59,2.95,12.23,173.59,9.3,16.66,105.68,0.02,7.6,2
4.83,-0.89,3.26,12.13,172.37,8.5,17.38,114.74,0.08,9.91,2
4.64,-1.01,2.49,12.3,171.94,9.7,57.98,274.08,0.02,4.09,1
4.61,-0.38,2.14,12.37,172.88,10.2,90.54,336.5,0.03,2.95,1
4.64,0.57,2.42,12.36,173.26,10.2,74.3,284.26,-0.03,2.86,1
4.74,1.14,3.18,11.68,174.0,9.8,23.8,191.9,-0.17,3.76,2
4.58,-1.25,2.74,12.16,173.82,8.9,40.74,208.34,0.12,5.61,0
4.45,-0.89,2.19,12.4,173.07,9.8,73.81,325.92,-0.11,3.27,1
4.44,-0.24,2.32,12.31,173.29,10.2,59.48,281.0,-0.07,3.32,1
4.47,0.43,2.56,12.37,173.64,9.9,38.23,209.06,-0.14,3.87,1
4.57,0.92,2.9,12.19,172.88,9.7,21.32,129.58,-0.05,5.61,2
4.7,1.23,3.01,12.22,173.14,9.3,14.18,100.26,-0.12,6.92,2
4.32,-1.17,2.98,12.03,174.5,8.3,29.11,159.8,0.21,6.92,0
4.21,-0.83,2.25,12.39,172.01,9.7,73.95,312.44,-0.1,3.2,1
4.29,0.23,2.26,12.31,172.81,10.4,83.56,307.52,-0.11,2.63,1
4.44,1.15,2.72,12.16,172.89,9.7,37.5,224.36,-0.07,2.93,1
3.9,-1.47,2.75,11.73,172.12,8.1,31.35,162.58,0.23,6.56,0
3.96,-0.76,2.03,12.07,172.66,9.8,80.29,320.16,-0.06,2.93,1
4.17,0.29,2.37,12.02,171.96,10.0,62.57,256.08,-0.09,3.0,1
4.39,0.9,3.7,9.59,172.01,9.4,13.13,127.06,0.06,5.45,2
4.31,-1.05,3.33,11.51,170.86,7.8,13.47,94.54,0.27,11.16,2
4.12,-1.16,2.36,12.06,173.04,9.2,54.65,257.84,-0.13,4.09,1
4.17,-0.3,2.15,12.19,172.55,10.0,87.94,330.3,-0.17,2.69,1
4.32,0.76,2.56,12.14,171.41,9.8,54.8,242.52,-0.18,2.9,1
4.12,-1.21,3.05,11.73,173.97,8.0,18.39,116.98,0.24,9.14,2
3.94,-1.16,2.36,12.21,172.79,9.4,62.72,283.54,-0.13,3.58,1
3.99,-0.23,2.17,12.29,171.58,10.1,87.33,330.9,-0.2,2.52,1
4.11,0.75,2.61,12.27,172.94,9.9,47.72,235.68,-0.18,2.84,1
3.66,-1.61,2.95,11.74,172.64,8.1,23.51,133.2,0.32,7.88,2
3.61,-1.16,2.07,12.16,171.73,9.6,74.62,309.48,-0.09,3.05,1
3.75,-0.08,2.28,12.18,172.9,10.2,71.99,282.18,-0.14,2.7,1
3.94,0.64,3.22,11.07,171.49,9.7,21.22,172.66,-0.07,3.77,2
3.48,-1.55,2.42,11.93,171.84,8.8,45.92,220.46,0.13,4.52,0
3.55,-0.65,2.1,12.16,172.81,9.9,85.16,322.74,-0.01,2.6,1
3.71,0.37,2.54,12.13,171.73,9.8,49.85,230.12,-0.04,2.87,1
3.35,-1.75,2.97,11.7,172.25,8.3,17.34,112.38,0.34,9.01,2
3.33,-1.39,2.06,12.05,172.22,9.3,66.76,285.78,0.09,3.28,1
3.52,-0.26,2.22,12.16,171.33,10.3,72.4,278.82,-0.09,2.68,1
3.73,0.48,3.12,11.05,171.23,9.8,21.5,175.34,-0.14,3.66,2
3.28,-1.71,2.38,11.72,171.54,8.7,41.56,199.8,0.12,4.95,0
3.43,-0.77,2.04,11.98,170.21,10.0,81.91,315.76,-0.15,2.61,1
3.64,0.31,2.52,11.97,171.62,9.6,44.68,223.86,-0.1,2.94,1
3.3,-1.82,2.91,11.49,172.06,8.0,19.63,117.06,0.3,8.66,2
3.32,-1.37,2.0,11.85,170.53,9.4,70.89,293.14,0.03,3.15,1
3.53,-0.23,2.27,11.82,172.16,10.0,67.99,263.72,-0.07,2.83,1
3.76,0.48,3.54,10.16,171.11,9.3,16.76,153.52,-0.11,4.21,2
3.32,-1.73,2.33,11.71,171.44,8.5,46.49,217.48,0.12,4.58,0
3.49,-0.7,2.07,11.86,171.94,10.0,79.96,306.48,-0.03,2.71,1
3.74,0.32,2.58,11.75,170.79,9.5,36.99,212.86,-0.04,3.16,0
3.39,-1.86,2.67,11.62,171.62,8.1,30.45,158.02,0.14,6.57,0
3.47,-1.12,1.96,11.99,171.88,9.9,78.96,314.02,-0.18,2.9,1
3.71,0.02,2.39,11.94,170.73,9.7,53.04,232.56,-0.18,3.13,1
3.65,-1.83,2.94,11.48,172.37,7.8,18.94,115.48,0.18,9.43,2
3.6,-1.46,2.06,11.95,172.05,9.3,68.71,291.86,-0.24,3.43,1
3.83,-0.54,2.25,11.97,170.19,10.0,63.25,260.44,-0.26,3.29,1
4.12,0.08,3.65,9.43,172.08,9.5,13.23,135.08,-0.05,5.93,2
4.46,-1.34,3.13,11.36,172.07,8.0,14.1,97.7,0.24,11.78,2
4.41,-1.53,2.56,11.75,170.96,8.9,47.46,230.64,-0.06,5.07,0
4.43,-1.3,2.4,11.72,184.89,9.4,58.58,268.18,0.0,4.55,1
4.43,-1.22,2.52,11.8,217.96,9.4,59.4,273.64,-0.08,5.19,1
4.39,-1.3,2.52,11.86,217.66,9.3,61.34,278.34,-0.16,5.13,1
4.37,-1.17,2.36,11.95,216.39,9.5,71.52,315.06,-0.23,4.38,1
4.37,-0.88,2.35,12.0,217.96,9.6,82.78,338.82,-0.28,3.89,1
4.44,-0.4,2.32,11.94,218.13,9.7,68.43,304.94,-0.28,3.99,1
4.51,0.08,2.57,11.85,217.28,9.5,47.2,233.84,-0.23,4.75,1
4.59,0.38,2.88,11.84,218.47,9.1,26.95,158.56,-0.18,6.68,2
4.68,0.37,3.06,11.63,217.65,8.7,16.91,102.36,0.04,10.56,2
4.79,0.25,3.07,11.73,217.5,8.7,10.3,90.4,-0.02,12.6,2
5.17,-1.24,3.17,11.76,216.55,8.4,21.89,129.64,0.1,12.34,2
5.11,-1.58,2.59,11.9,181.43,9.1,51.78,246.64,0.08,5.67,0
5.15,-1.36,2.31,11.95,171.48,9.6,69.54,309.02,0.01,4.16,1
5.18,-1.16,2.47,11.97,195.14,9.7,72.11,317.52,0.01,4.49,1
5.17,-1.17,2.45,12.0,218.58,9.5,73.78,325.16,-0.01,4.92,1
5.16,-1.1,2.51,12.0,216.83,9.6,74.34,330.55,0.0,4.73,1
5.12,-1.12,2.43,12.02,218.57,9.4,75.61,332.2,-0.04,4.74,1
5.08,-1.1,2.5,12.1,218.67,9.6,76.11,334.06,-0.11,4.66,1
5.05,-1.1,2.42,12.12,216.46,9.6,78.23,332.2,-0.17,4.62,1
5.03,-1.05,2.44,12.15,219.54,9.7,79.91,333.82,-0.23,4.61,1
5.0,-1.0,2.49,12.15,218.29,9.8,80.66,337.06,-0.21,4.48,1
4.94,-0.93,2.43,12.1,218.43,9.6,82.32,337.24,-0.13,4.38,1
4.84,-0.9,2.54,12.26,218.88,9.8,82.69,335.44,-0.28,4.32,1
4.76,-0.84,2.46,11.93,218.86,9.7,86.77,336.6,0.01,4.19,1
4.75,-0.52,2.33,11.94,218.49,9.4,84.57,332.6,0.05,4.0,1
4.78,-0.17,2.49,11.9,218.39,9.6,63.35,287.88,-0.01,4.33,1
4.79,0.15,2.6,11.94,192.25,9.3,42.21,218.62,-0.04,4.7,1
4.87,0.45,2.83,11.89,173.65,9.2,26.61,163.49,-0.02,5.41,0
4.92,0.6,2.96,11.92,186.75,8.9,25.8,160.92,0.01,5.78,2
4.86,0.53,3.02,11.93,219.0,9.1,25.8,160.3,-0.01,6.82,2
4.79,0.45,3.02,11.94,218.82,8.8,25.8,161.16,-0.05,6.8,2
4.73,0.31,2.98,11.86,218.53,8.7,25.8,159.76,0.05,6.96,2
4.67,0.2,2.96,11.96,219.17,9.1,25.8,161.38,-0.06,7.0,2
4.63,0.14,2.93,11.96,217.5,9.0,25.8,161.48,-0.02,6.97,2
4.59,0.04,2.92,11.79,218.86,9.0,25.8,159.34,0.08,7.2,2
4.55,-0.09,2.94,11.95,219.32,8.9,25.8,161.58,-0.07,7.26,2
4.63,-0.07,2.82,11.83,216.75,9.2,25.8,159.08,0.08,7.38,2
4.69,-0.05,2.82,11.87,218.89,8.9,25.8,160.27,0.01,7.46,2
4.74,0.08,2.77,11.81,181.85,9.1,25.8,159.3,0.06,6.13,0
4.85,0.37,2.76,11.93,172.39,9.2,25.8,160.84,-0.04,5.53,0
4.93,0.5,2.96,11.88,195.39,9.1,25.8,160.02,0.05,6.24,2
4.94,0.52,2.94,11.95,218.9,8.9,25.8,161.1,-0.05,6.92,2
4.96,0.54,2.99,11.9,217.88,8.9,25.8,161.84,0.02,6.85,2
4.97,0.5,2.98,11.88,217.61,9.0,25.8,159.26,0.01,7.04,2
4.98,0.56,2.94,11.87,218.49,8.8,25.8,159.72,0.02,6.97,2
4.99,0.6,2.94,11.84,218.4,9.0,25.8,159.64,0.05,6.92,2
4.99,0.53,3.0,11.86,219.37,9.0,25.8,159.98,0.0,7.05,2
4.98,0.5,2.97,11.92,218.29,8.8,25.8,161.1,-0.02,7.0,2
4.96,0.4,2.94,11.88,218.8,8.9,25.8,160.84,-0.01,7.15,2
4.96,0.34,2.97,11.78,218.63,8.9,25.8,159.8,0.02,7.29,2
4.94,0.26,2.94,11.84,218.62,9.0,25.8,159.94,-0.03,7.37,2
4.95,0.32,2.8,11.84,182.93,9.1,25.8,160.71,-0.03,6.07,0
5.05,0.62,2.82,11.66,173.08,9.1,25.8,157.54,0.1,5.61,2
5.12,0.8,2.98,11.8,194.91,8.8,25.8,158.9,-0.01,6.1,2
5.08,0.8,3.03,11.75,218.94,8.9,25.8,158.54,0.04,6.81,2
5.02,0.67,3.06,11.85,219.16,8.6,25.8,159.6,-0.03,6.88,2
4.94,0.54,3.05,11.8,218.4,8.8,25.8,159.96,0.02,6.93,2
4.84,0.41,3.01,11.91,218.06,8.8,25.8,160.7,-0.04,6.94,2
4.74,0.22,2.98,11.79,219.33,9.0,25.8,158.6,0.02,7.2,2
4.68,0.05,2.95,11.82,219.09,8.7,25.8,159.16,0.02,7.35,2
4.63,-0.06,2.87,11.77,218.31,9.0,25.8,159.64,0.05,7.39,2
4.66,0.07,2.79,11.83,174.72,8.9,25.8,160.38,-0.02,5.77,0
4.75,0.33,2.79,11.8,173.52,9.0,25.8,159.49,0.0,5.54,0
4.79,0.4,2.97,11.9,202.09,8.8,25.8,159.6,0.01,6.41,2
4.76,0.4,2.93,11.86,219.44,9.1,25.8,160.8,-0.03,6.86,2
4.76,0.4,2.95,11.79,218.06,8.7,25.8,158.9,0.05,6.89,2
4.76,0.4,2.92,11.84,218.41,8.9,25.8,159.7,-0.03,6.88,2
4.79,0.4,2.92,11.86,217.97,8.8,25.8,159.36,-0.04,6.92,2
4.8,0.4,2.95,11.83,217.41,8.9,25.8,160.53,-0.01,6.88,2
4.79,0.39,2.98,11.73,217.38,8.8,25.8,158.84,0.06,6.94,2
4.74,0.3,2.96,11.82,218.61,8.8,25.8,159.12,-0.03,7.03,2
4.68,0.22,2.98,11.71,219.12,8.8,25.8,157.67,0.06,7.14,2
4.61,0.07,2.98,11.83,218.14,8.8,25.8,159.6,-0.07,7.16,2
4.6,0.0,2.91,11.71,218.79,8.8,25.8,157.98,0.06,7.35,2
4.59,-0.06,2.83,11.86,218.39,8.9,25.8,160.92,-0.1,7.28,2
4.63,0.09,2.74,11.67,184.89,9.1,25.8,159.06,0.06,6.08,0
4.7,0.31,2.86,11.79,172.99,8.9,25.8,160.29,-0.04,5.46,2
4.73,0.4,2.98,11.72,191.33,8.9,25.8,158.32,0.06,6.04,2
4.69,0.35,2.96,11.77,218.62,8.8,25.8,159.06,-0.03,6.88,2
4.64,0.28,2.93,11.72,219.33,8.8,25.8,158.26,0.05,6.96,2
4.61,0.24,2.91,11.76,217.83,8.8,25.8,159.16,-0.03,6.91,2
4.6,0.21,2.93,11.76,218.74,8.9,25.8,159.26,0.02,6.95,2
4.54,0.15,2.97,11.82,217.79,8.8,25.8,159.24,0.0,6.93,2
4.47,-0.03,2.97,11.75,218.7,9.0,25.8,159.14,0.01,7.12,2
4.39,-0.17,2.92,11.7,218.21,8.6,25.8,158.1,0.02,7.26,2
4.39,-0.28,2.84,11.72,219.7,8.9,25.8,158.44,-0.03,7.47,2
4.51,-0.2,2.77,11.66,215.67,9.0,25.8,157.73,0.06,7.42,2
4.52,-0.16,2.77,11.77,201.84,9.0,25.8,159.3,-0.07,6.82,0
4.6,0.06,2.74,11.68,173.81,8.9,25.8,157.16,0.05,5.8,0
4.68,0.28,2.87,11.87,175.92,9.0,25.8,160.7,-0.06,5.56,2
4.71,0.3,2.92,11.77,218.34,9.0,25.8,159.35,0.07,6.96,2
4.7,0.3,2.91,11.99,218.49,9.0,25.8,162.02,-0.12,6.84,2
4.79,0.2,2.88,11.99,221.11,9.0,25.8,161.38,-0.07,7.25,2
4.78,0.21,2.86,11.94,209.62,9.1,25.8,161.67,-0.08,6.84,2
4.86,0.39,2.83,11.76,171.47,9.1,25.8,158.96,0.13,5.56,0
4.92,0.63,2.89,11.97,172.32,9.1,25.8,161.86,-0.06,5.27,2
4.88,0.67,3.04,11.85,212.2,8.9,25.8,159.96,0.09,6.44,2
4.79,0.59,3.02,11.97,217.89,8.8,25.8,161.82,-0.05,6.51,2
4.7,0.49,3.01,11.87,219.98,8.8,25.8,160.02,0.06,6.68,2
4.59,0.34,3.05,11.96,218.57,9.0,25.8,162.08,-0.05,6.62,2
4.5,0.22,3.01,11.86,217.88,8.9,25.8,159.96,0.07,6.72,2
4.38,0.05,2.96,11.97,219.56,9.0,25.8,162.28,-0.09,6.75,2
4.25,-0.1,2.97,11.77,218.52,8.9,25.8,159.71,0.11,6.87,2
4.14,-0.28,2.94,11.88,218.08,8.9,25.8,160.17,-0.02,6.94,2
3.84,-0.9,2.77,11.66,173.17,8.9,25.8,157.13,0.08,6.03,0
3.8,-0.91,2.74,11.72,172.0,9.1,25.8,158.46,-0.02,5.89,0
3.73,-0.98,2.75,11.73,173.39,8.7,25.8,158.38,0.0,5.94,0
3.7,-0.93,2.73,11.79,172.65,9.0,25.8,159.76,-0.05,5.77,0
3.64,-1.03,2.8,11.64,209.88,8.8,25.8,157.73,0.08,7.15,0
3.64,-1.1,2.71,11.76,218.26,9.0,25.8,158.84,-0.08,7.51,0
3.73,-1.13,2.66,11.63,217.92,8.8,25.8,158.12,0.09,7.72,0
3.81,-1.05,2.61,11.8,187.95,9.0,25.8,158.9,-0.05,6.63,0
3.93,-0.83,2.63,11.65,172.32,9.1,25.8,158.26,0.11,5.97,0
4.02,-0.65,2.7,11.78,172.55,9.0,25.8,158.24,-0.02,5.87,0
4.09,-0.49,2.7,11.82,171.45,8.9,25.8,157.61,-0.03,5.75,0
4.15,-0.27,2.77,11.74,173.09,9.2,25.8,159.12,0.08,5.54,0
4.15,-0.3,2.89,11.9,201.21,9.0,25.8,159.12,-0.08,6.48,0
4.09,-0.37,2.83,11.86,217.11,9.0,25.8,160.45,-0.01,6.95,0
4.09,-0.38,2.79,11.76,218.42,9.0,25.8,158.94,0.03,7.09,0
4.16,-0.36,2.85,11.79,217.7,8.9,25.8,160.61,0.01,7.06,2
4.14,-0.4,2.83,11.8,206.15,9.1,25.8,160.34,-0.03,6.72,0
4.11,-0.35,2.81,11.75,172.7,8.8,25.8,159.37,0.04,5.58,0
4.09,-0.26,2.88,11.79,174.48,9.1,25.8,159.88,-0.01,5.48,0
3.96,-0.47,3.03,11.8,205.95,8.8,25.8,158.92,-0.01,6.62,2
3.72,-0.89,2.94,11.81,219.29,8.8,25.8,159.51,-0.02,7.3,2
3.53,-1.18,2.8,11.77,217.97,8.9,25.8,158.1,0.04,7.48,0
3.52,-1.31,2.72,11.8,217.48,9.2,25.8,159.54,-0.02,7.59,0
3.55,-1.34,2.61,11.8,199.95,9.0,25.8,159.52,-0.01,7.07,0
3.66,-1.18,2.61,11.76,175.42,9.1,25.8,159.36,0.03,6.13,0
3.79,-0.94,2.6,11.79,172.29,9.4,25.8,159.14,-0.02,5.91,0
3.86,-0.77,2.66,11.74,171.76,9.1,25.8,159.08,0.07,5.77,0
3.9,-0.66,2.7,11.83,173.36,9.2,25.8,159.64,-0.05,5.71,0
3.97,-0.48,2.74,11.65,172.23,9.0,25.8,158.24,0.12,5.58,0
3.92,-0.57,2.87,11.81,214.35,9.0,25.8,159.7,-0.05,6.96,0
3.85,-0.7,2.79,11.74,218.39,8.8,25.8,158.72,0.06,7.22,0
3.91,-0.67,2.68,11.83,219.11,9.2,25.8,159.0,-0.05,7.27,0
4.02,-0.6,2.78,11.72,214.78,9.0,25.8,158.18,0.06,7.23,0
4.06,-0.53,2.7,11.87,186.28,9.0,25.8,160.92,-0.09,6.13,0
4.15,-0.28,2.66,11.69,171.79,9.2,25.8,158.62,0.1,5.53,0
4.23,-0.07,2.76,11.83,189.76,9.0,25.8,160.46,-0.04,5.86,0
4.25,-0.03,2.91,11.76,217.5,9.0,25.8,159.22,0.03,6.73,2
4.26,-0.06,2.85,11.69,219.06,8.8,25.8,158.88,0.02,6.87,2
4.26,-0.04,2.9,11.79,216.85,8.8,25.8,158.94,0.0,6.77,2
4.26,-0.1,2.86,11.74,216.93,9.1,25.8,159.56,0.01,6.83,2
4.26,-0.04,2.84,11.64,219.06,8.8,25.8,157.3,0.1,6.9,2
4.25,-0.09,2.92,11.7,217.26,8.9,25.8,158.0,-0.03,6.88,2
4.21,-0.13,2.9,11.65,217.65,8.8,25.8,156.2,0.03,6.97,2
4.18,-0.26,2.87,11.86,219.26,9.0,25.8,160.4,-0.1,6.99,2
4.18,-0.34,2.86,11.66,216.73,8.9,25.8,157.88,0.09,7.15,2
4.17,-0.4,2.79,11.76,219.05,8.9,25.8,159.42,-0.03,7.24,2
4.19,-0.29,2.72,11.63,181.6,9.1,25.8,157.5,0.02,5.95,0
4.27,-0.04,2.73,11.68,171.34,8.7,25.8,156.92,0.02,5.42,0
4.3,0.09,2.92,11.74,196.92,8.9,25.8,159.58,0.0,5.98,2
4.26,0.0,2.89,11.78,219.33,8.9,25.8,159.22,0.01,6.77,2
4.22,-0.01,2.93,11.86,217.97,9.0,25.8,161.5,-0.05,6.57,2
4.19,-0.05,2.88,11.6,216.76,8.8,25.8,156.8,0.08,6.77,2
4.19,-0.1,2.91,11.69,218.29,8.6,25.8,158.2,-0.02,6.82,2
4.17,-0.1,2.91,11.79,217.37,8.9,25.8,159.02,-0.05,6.73,2
4.12,-0.19,2.88,11.77,217.73,8.8,25.8,159.38,-0.01,6.79,2
4.07,-0.25,2.87,11.65,218.35,8.9,25.8,157.74,0.07,6.89,2
4.02,-0.39,2.88,11.77,217.85,8.9,25.8,159.46,-0.03,6.95,2
4.01,-0.5,2.84,11.69,217.79,8.7,25.8,157.2,0.06,7.2,2
3.95,-0.53,2.77,11.81,201.31,9.0,25.8,159.8,-0.08,6.52,0
4.01,-0.32,2.73,11.63,174.59,9.0,25.8,157.64,0.09,5.53,0
4.06,-0.1,2.82,11.79,177.62,8.8,25.8,159.52,-0.05,5.34,0
4.01,-0.18,2.87,11.68,217.64,9.0,25.8,158.6,0.02,6.64,2
3.96,-0.2,2.88,11.68,218.46,8.7,25.8,158.3,0.02,6.62,2
3.94,-0.2,2.83,11.66,217.86,9.0,25.8,157.53,0.0,6.6,2
3.9,-0.27,2.88,11.68,218.23,8.9,25.8,157.3,-0.01,6.67,2
3.83,-0.36,2.89,11.69,217.63,8.8,25.8,157.72,-0.01,6.67,2
3.77,-0.5,2.93,11.72,217.27,8.8,25.8,158.88,-0.01,6.72,2
3.69,-0.6,2.82,11.68,218.16,8.7,25.8,158.16,0.02,6.82,2
3.63,-0.65,2.77,11.69,217.84,9.0,25.8,158.76,0.0,6.77,0
3.59,-0.7,2.8,11.75,216.81,8.9,25.8,159.08,-0.06,6.75,0
3.6,-0.7,2.74,11.63,217.3,8.8,25.8,156.88,0.12,6.87,0
3.58,-0.76,2.84,11.74,217.43,8.8,25.8,157.92,0.02,6.88,0
3.52,-0.97,2.89,11.81,217.26,8.9,25.8,160.02,0.01,7.03,0
3.47,-1.12,2.71,11.87,217.66,9.1,25.8,160.22,-0.03,7.19,0
3.42,-1.17,2.67,11.7,196.08,9.1,25.8,158.18,0.17,6.55,0
3.51,-0.99,2.63,11.54,171.57,8.9,25.8,155.78,0.16,5.71,0
3.63,-0.69,2.61,11.55,178.27,8.9,25.8,157.78,-0.05,5.63,0
3.7,-0.55,2.69,11.53,217.45,8.8,25.8,155.92,0.08,6.84,0
3.78,-0.42,2.76,11.66,216.02,8.9,25.8,157.25,-0.04,6.65,0
3.83,-0.33,2.82,11.69,217.37,8.7,25.8,157.42,0.02,6.62,2
3.83,-0.3,2.9,11.77,218.4,9.0,25.8,158.94,0.01,6.54,2
3.8,-0.42,2.88,11.86,216.2,8.9,25.8,161.4,-0.06,6.51,0
3.77,-0.35,2.77,11.67,217.14,8.9,25.8,158.9,0.17,6.49,0
3.8,-0.2,2.81,11.86,217.6,9.1,25.8,160.62,0.0,6.26,0
3.86,-0.17,2.9,12.03,217.24,9.0,25.8,162.18,-0.03,6.22,0
3.83,-0.31,3.03,11.89,217.53,9.0,25.8,162.18,0.04,6.4,2
3.49,-0.91,3.18,11.59,217.61,8.5,25.8,156.38,0.33,7.05,2
2.92,-1.72,2.95,11.35,217.27,8.3,25.8,154.1,0.56,7.54,2
2.66,-2.16,2.66,11.3,216.36,8.4,25.8,153.18,0.56,7.86,0
2.68,-2.2,2.51,11.3,213.78,8.8,25.8,152.92,0.5,7.87,0
2.76,-2.2,2.51,11.3,191.64,8.8,25.8,153.41,0.43,7.14,0
2.86,-2.06,2.5,11.37,166.74,8.7,25.8,154.12,0.38,6.15,0
2.97,-1.91,2.5,11.4,165.05,8.9,25.8,154.63,0.36,6.0,0
3.03,-1.79,2.51,11.43,166.92,8.9,25.8,155.0,0.29,5.98,0
3.09,-1.67,2.58,11.5,167.4,8.8,25.8,155.69,0.23,5.89,0
3.15,-1.47,2.54,11.59,166.14,9.0,25.8,157.3,0.15,5.63,0
3.28,-1.16,2.52,11.69,167.34,9.1,25.8,158.46,0.09,5.41,0
3.37,-0.91,2.64,11.7,167.73,9.2,25.8,159.0,0.11,5.2,0
3.37,-0.9,2.8,11.7,208.05,9.0,25.8,159.04,0.17,6.44,0
3.37,-0.9,2.78,11.7,213.25,8.8,25.8,158.46,0.24,6.62,0
3.36,-1.0,2.77,11.67,213.25,8.8,25.8,158.34,0.22,6.77,0
3.27,-1.14,2.81,11.6,212.35,8.9,25.8,157.46,0.25,6.86,0
3.2,-1.35,2.77,11.6,214.11,8.7,25.8,157.2,0.21,7.15,0
3.19,-1.4,2.63,11.66,211.95,8.9,25.8,157.45,0.12,7.12,0
3.22,-1.31,2.62,11.7,195.92,9.1,25.8,157.92,0.09,6.48,0
3.29,-1.14,2.58,11.74,167.56,9.0,25.8,159.68,0.13,5.35,0
3.35,-0.93,2.64,11.8,171.07,9.2,25.8,159.18,0.12,5.3,0
3.39,-0.8,2.67,11.8,212.96,9.1,25.8,158.76,0.1,6.48,0
3.44,-0.75,2.79,11.75,213.37,9.0,25.8,158.6,0.11,6.49,0
3.44,-0.72,2.78,11.69,213.86,9.0,25.8,158.58,0.18,6.46,0
3.37,-0.85,2.88,11.6,210.99,8.8,25.8,157.22,0.13,6.53,0
3.23,-1.15,2.91,11.6,211.39,8.7,25.8,157.31,0.13,6.78,0
3.1,-1.41,2.75,11.6,213.09,8.7,25.8,156.96,0.13,7.06,0
2.99,-1.5,2.64,11.6,212.36,8.9,25.8,156.68,0.16,7.02,0
3.05,-1.45,2.59,11.6,213.06,9.0,25.8,156.46,0.17,7.06,0
3.17,-1.35,2.64,11.6,212.39,8.9,25.8,156.96,0.15,7.05,0
3.25,-1.25,2.59,11.6,185.28,8.9,25.8,157.0,0.09,6.12,0
3.32,-1.03,2.63,11.6,166.86,8.9,25.8,157.44,0.1,5.32,0
3.3,-0.97,2.78,11.6,175.95,8.9,25.8,156.56,0.08,5.54,0
3.24,-1.08,2.8,11.6,213.04,8.8,25.8,156.4,0.08,6.8,0
3.21,-1.1,2.68,11.52,213.04,8.8,25.8,156.6,0.06,6.76,0
3.2,-1.12,2.73,11.5,210.63,8.8,25.8,156.16,0.06,6.72,0
3.16,-1.24,2.79,11.5,213.31,8.7,25.8,155.86,0.09,6.95,0
3.13,-1.37,2.75,11.5,213.02,8.7,25.8,156.96,0.14,7.05,0
3.13,-1.5,2.66,11.53,210.48,8.7,25.8,155.42,0.19,7.23,0
3.14,-1.48,2.61,11.6,213.59,9.0,25.8,156.28,0.06,7.29,0
3.24,-1.27,2.53,11.6,172.21,9.1,25.8,157.82,0.04,5.67,0
3.37,-0.96,2.6,11.61,166.76,9.1,25.8,156.64,0.06,5.31,0
3.41,-0.78,2.69,11.75,190.58,9.0,25.8,158.86,-0.01,5.79,0
3.46,-0.7,2.73,11.7,213.54,9.1,25.8,158.18,0.17,6.46,0
3.51,-0.6,2.78,11.67,211.6,8.9,25.8,157.72,0.17,6.35,0
3.51,-0.62,2.87,11.56,214.41,8.8,25.8,157.24,0.15,6.5,2
3.41,-0.77,2.84,11.5,212.2,8.6,25.8,156.06,0.19,6.56,2
3.28,-0.91,2.84,11.5,213.55,8.7,25.8,156.4,0.21,6.59,0
3.12,-1.14,2.85,11.5,214.13,8.6,25.8,154.92,0.2,6.79,0
2.96,-1.45,2.84,11.4,211.07,8.5,25.8,154.5,0.25,6.95,0
2.81,-1.75,2.75,11.4,212.77,8.6,25.8,155.44,0.27,7.18,0
2.72,-1.89,2.56,11.4,212.82,8.8,25.8,154.6,0.33,7.32,0
2.85,-1.75,2.53,11.45,211.83,8.9,25.8,154.88,0.33,7.25,0
2.97,-1.67,2.55,11.5,203.59,8.9,25.8,155.78,0.27,7.0,0
3.08,-1.41,2.5,11.56,166.91,9.0,25.8,156.32,0.26,5.52,0
3.13,-1.26,2.66,11.6,166.56,9.0,25.8,156.84,0.27,5.37,0
3.13,-1.2,2.67,11.6,205.91,9.0,25.8,156.28,0.28,6.58,0
3.16,-1.12,2.61,11.6,212.71,9.0,25.8,157.0,0.29,6.68,0
3.24,-1.0,2.68,11.6,212.43,8.9,25.8,157.24,0.25,6.6,0
3.34,-0.89,2.71,11.6,212.36,8.8,25.8,157.94,0.23,6.56,0
3.39,-0.87,2.79,11.6,212.56,8.9,25.8,157.34,0.23,6.63,0
3.3,-1.06,2.82,11.59,212.08,8.9,25.8,156.86,0.28,6.8,0
3.2,-1.19,2.79,11.6,211.87,8.9,25.8,156.74,0.29,6.83,0
3.11,-1.4,2.79,11.6,213.73,8.7,25.8,157.51,0.21,7.05,0
3.1,-1.5,2.62,11.6,210.68,8.8,25.8,157.38,0.14,7.1,0
3.13,-1.41,2.59,11.69,209.41,9.0,25.8,157.62,0.1,6.96,0
3.23,-1.24,2.61,11.71,167.09,9.0,25.8,158.6,0.08,5.42,0
3.29,-0.97,2.63,11.77,166.63,9.2,25.8,158.72,0.05,5.15,0
3.31,-0.83,2.71,11.7,202.37,9.1,25.8,158.46,0.07,6.1,0
3.34,-0.78,2.75,11.7,212.02,9.0,25.8,159.24,0.05,6.32,0
